ROP(1 m),Depth(m),weight on bit (kg),Rotary Speed (rpm),Pump Press (KPa),Temp In(degC),Flow In(liters/min),Flow Out %
11.44,822.85,9464.85,52.42,10329.19,57.13,2648.27,97.32
13.39,823.16,9596.37,51.42,10304.23,57.17,2646.72,96.08
14.64,823.46,9278.91,49.65,10314.16,57.21,2642.86,98.34
17.53,823.77,9147.39,50.47,10349.19,57.23,2638.2,98.56
18.29,824.08,9124.72,48.92,10284.24,57.23,2641.31,96.35
18.05,824.39,9124.72,49.65,10289.2,57.28,2644.41,96.35
16.63,824.69,9727.89,49.53,10329.19,57.28,2642.06,95.97
14.83,825.0,9541.95,51.75,10304.23,57.28,2645.96,96.99
13.55,825.3,8634.92,52.12,10254.24,57.29,2635.89,89.23
15.33,825.61,9392.29,54.35,10279.2,57.32,2641.31,88.8
17.15,825.92,9278.91,51.51,10334.16,57.32,2640.55,89.88
11.91,826.22,9637.19,39.03,10264.24,57.32,2630.44,91.76
14.52,826.53,8730.16,45.89,10084.14,57.04,2600.99,94.68
13.74,826.84,8789.12,51.17,10291.89,57.04,2620.37,99.53
12.96,827.15,8975.06,50.72,10276.79,57.07,2638.2,90.47
15.92,827.46,9333.33,54.32,10206.46,57.08,2636.65,88.37
12.29,827.76,8920.63,54.22,10276.79,57.15,2633.55,92.03
13.4,828.06,8902.49,48.55,10477.64,57.17,2621.93,94.84
11.37,828.38,9637.19,50.87,10402.35,57.21,2630.44,94.3
13.8,828.69,8993.2,47.48,10427.45,57.23,2622.72,96.62
12.51,829.0,9637.19,50.56,10332.02,57.28,2627.34,90.47
9.47,829.31,8920.63,55.54,10271.76,57.32,2641.31,86.64
7.42,829.61,9333.33,52.88,10231.63,57.36,2643.62,89.71
11.94,829.92,9015.87,46.87,10354.36,57.36,2639.0,89.66
14.26,830.22,8544.22,51.57,10283.96,57.36,2638.2,91.49
14.94,830.55,9238.1,48.46,10223.56,57.38,2641.31,95.92
14.89,830.86,9428.57,51.63,10268.86,57.36,2639.76,93.49
11.76,831.17,8975.06,49.13,10288.99,57.36,2630.44,96.62
15.11,831.48,8920.63,49.1,10384.56,57.36,2633.55,95.65
12.3,831.79,9859.41,48.88,10334.23,57.38,2630.44,88.64
10.65,832.1,8993.2,47.94,10354.36,57.42,2632.79,89.28
10.27,832.41,8975.06,52.06,10354.36,57.44,2628.13,93.06
15.52,832.72,8956.92,50.81,10349.33,57.44,2627.34,92.36
14.63,833.02,8843.54,50.47,10243.69,57.47,2623.48,93.0
13.31,833.33,9428.57,50.9,10349.33,57.49,2620.37,93.44
13.65,833.65,9351.47,51.02,10339.26,57.49,2625.79,90.36
16.14,833.95,9088.44,53.28,10329.19,57.44,2635.89,91.06
14.45,834.25,9201.81,51.2,10228.59,57.42,2628.89,91.49
17.42,834.56,9256.24,45.86,9896.6,57.42,2635.1,86.96
14.1,834.87,8920.63,51.36,10200.39,57.44,2635.1,95.65
11.21,835.18,8485.26,56.57,10356.57,57.47,2624.27,92.57
15.91,835.48,9088.44,50.84,10351.53,57.49,2627.34,93.27
14.64,835.78,8675.74,59.72,10306.16,57.51,2632.0,94.24
16.39,836.1,8503.4,50.99,10210.46,57.26,2615.72,95.0
16.89,836.4,8485.26,50.75,10235.63,57.32,2613.41,95.86
15.04,836.71,8526.08,52.24,10210.46,57.34,2616.51,95.59
11.41,837.02,9578.23,52.73,10311.2,57.34,2635.89,92.2
12.2,837.32,8430.84,52.67,10331.4,57.36,2636.65,94.68
13.46,837.63,9183.67,50.59,10351.53,57.41,2629.69,96.35
14.71,837.94,9219.95,54.35,10383.94,57.42,2634.34,99.31
12.2,838.25,8580.5,52.33,10373.87,57.42,2626.58,97.16
16.68,838.56,9034.01,54.99,10414.21,57.42,2633.55,99.42
10.87,838.86,9446.71,48.43,10378.91,57.42,2630.44,90.69
11.81,839.17,8807.26,53.58,10353.67,57.49,2632.79,96.89
6.83,839.47,8485.26,53.22,10343.6,57.53,2628.13,93.87
12.86,839.78,9238.1,49.68,10353.67,57.53,2621.17,95.81
10.27,840.09,9428.57,54.71,10308.23,57.51,2632.79,98.88
12.43,840.41,9392.29,48.79,10348.64,57.53,2623.48,96.02
9.39,840.71,9015.87,56.02,10252.73,57.55,2638.2,98.67
12.48,841.01,9052.15,51.94,10318.37,57.57,2627.34,95.92
13.4,841.32,9351.47,49.98,10313.27,57.59,2627.34,91.01
12.43,841.63,8938.78,51.45,10363.74,57.62,2628.89,98.07
14.9,841.94,9333.33,49.74,10323.4,57.63,2626.58,99.26
15.04,842.24,8843.54,48.21,10353.67,57.66,2614.96,96.51
12.92,842.55,9523.81,49.34,10308.23,57.68,2618.07,94.51
10.17,842.85,8920.63,50.47,10323.4,57.74,2622.72,94.51
16.21,843.16,9428.57,47.48,10394.07,57.76,2619.62,92.79
13.72,843.47,9523.81,54.99,10242.66,57.78,2635.89,96.99
12.35,843.77,8938.78,50.38,10353.67,57.78,2616.51,96.99
16.64,844.08,9015.87,53.95,9859.02,57.72,2636.65,96.51
16.89,844.38,8770.98,49.95,10313.27,57.63,2622.72,94.84
13.22,844.69,9183.67,49.04,10444.55,57.63,2618.82,97.53
15.11,845.0,9219.95,48.43,10399.11,57.63,2624.27,96.02
15.12,845.3,9804.99,47.24,10394.07,57.66,2618.07,94.68
12.72,845.61,8825.4,41.84,10072.63,57.0,2579.38,87.94
11.55,845.92,8222.22,48.03,10108.07,57.0,2577.07,88.2
13.48,846.23,9088.44,50.81,10381.04,57.0,2595.66,85.51
11.56,846.53,8616.78,50.38,10173.78,57.0,2624.31,90.95
9.57,846.85,6299.32,61.7,10042.29,57.0,2651.41,95.92
14.15,847.16,9541.95,52.36,10249.62,57.0,2618.1,91.17
7.04,847.47,8975.06,59.96,9986.72,57.11,2632.83,96.19
3.19,847.78,6789.12,67.25,9850.2,57.17,2633.59,92.68
7.47,848.08,7977.32,58.98,9926.04,57.11,2612.69,93.6
7.34,848.39,4476.19,67.28,9819.86,57.02,2627.42,96.13
7.25,848.7,9315.19,49.37,10239.49,56.96,2589.45,89.5
10.26,849.02,8902.49,55.14,9966.52,56.96,2599.52,96.19
5.46,849.33,8843.54,53.55,10067.6,56.98,2600.31,92.95
12.57,849.63,9315.19,53.52,10214.18,56.96,2625.86,96.51
11.29,849.94,8693.88,52.94,10210.94,56.92,2615.0,94.03
11.82,850.25,8712.02,50.38,10175.5,56.92,2622.76,98.34
13.98,850.56,8938.78,47.79,10216.05,56.92,2624.31,97.96
16.43,850.87,8938.78,55.44,10216.05,56.92,2619.66,90.52
13.15,851.18,8938.78,48.61,10175.5,56.94,2607.28,95.86
14.92,851.49,9315.19,52.85,10403.38,56.94,2592.55,96.29
12.61,851.79,8145.12,51.84,10226.11,56.98,2623.55,96.4
14.54,852.1,8675.74,53.64,10185.64,56.98,2615.79,94.73
10.67,852.41,8770.98,52.58,10109.66,56.98,2615.0,100.07
11.95,852.72,8526.08,50.78,10099.52,57.02,2608.03,90.95
10.56,853.02,8634.92,53.58,10160.33,57.02,2602.62,97.21
11.78,853.33,8902.49,54.16,10155.23,57.02,2611.93,96.29
10.57,853.64,9124.72,52.67,10064.08,57.02,2605.72,96.29
9.64,853.94,8789.12,55.05,10155.23,56.98,2610.38,97.96
4.64,854.25,4435.37,48.58,9972.93,57.02,2632.83,99.26
17.74,854.56,8938.78,38.05,10251.49,57.04,2604.93,91.55
11.3,854.87,9124.72,54.47,10119.79,57.02,2612.69,96.08
9.64,855.17,8412.7,51.63,10074.22,57.04,2612.69,96.78
8.76,855.48,9124.72,54.25,10155.23,56.73,2622.0,99.58
8.49,855.8,8580.5,51.54,10241.35,56.77,2615.79,98.83
8.73,856.11,8222.22,46.99,10160.33,56.83,2622.76,97.37
11.3,856.42,6489.8,52.27,9760.29,56.89,2656.07,100.12
10.94,856.73,7487.53,57.52,9876.74,56.92,2660.73,96.4
7.02,857.04,3873.02,67.34,9805.86,56.96,2674.66,101.47
9.39,857.35,8938.78,55.87,10064.08,56.98,2642.14,99.21
7.42,857.66,8843.54,61.82,10064.08,57.04,2650.66,95.11
5.97,857.97,8526.08,54.01,10286.93,57.02,2626.62,88.85
10.17,858.28,6698.41,64.26,10070.7,57.0,2652.21,92.9
13.73,858.58,8526.08,53.8,10243.14,57.0,2617.35,96.35
7.39,858.89,8861.68,58.19,10263.41,57.02,2627.42,97.43
5.67,859.2,7678.0,68.29,10187.36,57.04,2645.21,98.07
4.06,859.51,5433.11,70.27,9979.34,57.08,2649.11,98.02
12.28,859.82,8748.3,52.76,10278.65,57.13,2622.0,93.27
13.15,860.13,8503.4,56.76,10258.31,57.15,2626.62,94.19
12.2,860.44,8562.36,55.47,10273.55,57.17,2631.28,92.84
13.72,860.74,8299.32,55.84,10217.77,57.13,2627.42,88.74
12.49,861.05,8902.49,52.49,10253.28,57.07,2626.62,92.52
13.24,861.35,8281.18,53.74,10197.5,57.02,2618.1,89.77
11.29,861.66,8544.22,57.21,10253.28,57.0,2623.55,89.01
7.85,861.98,8580.5,61.15,10209.29,56.96,2628.97,93.38
11.44,862.28,8240.36,56.76,10316.02,56.96,2625.07,96.78
13.55,862.6,8879.82,53.0,10285.55,57.0,2608.03,97.37
8.76,862.91,5922.9,63.99,10036.57,57.07,2635.14,95.38
8.8,863.22,8353.74,58.95,10280.45,57.04,2623.55,96.29
10.98,863.53,7845.8,54.29,10204.26,57.07,2613.48,97.37
9.72,863.83,8748.3,52.06,10290.58,57.04,2613.48,96.89
12.25,864.15,8789.12,53.86,10290.58,57.04,2620.45,95.81
12.08,864.45,9070.29,54.16,10285.55,57.04,2624.31,90.42
6.7,864.76,8993.2,58.1,10183.92,57.02,2618.1,98.02
8.92,865.07,8693.88,59.62,10128.0,57.04,2629.72,89.66
5.53,865.38,7995.46,41.47,10037.05,54.12,2607.28,95.0
5.29,865.69,5342.4,54.5,9996.37,54.27,2607.28,100.01
5.22,866.0,6961.45,57.09,9991.27,54.52,2602.62,89.12
7.68,866.32,7056.69,53.89,10114.83,54.65,2600.31,93.65
5.03,866.63,6322.0,53.03,10323.81,54.92,2642.14,92.36
2.4,866.95,6353.74,67.74,10058.77,55.37,2664.59,89.98
13.96,867.25,7791.38,46.78,10466.54,55.43,2625.07,89.34
3.26,867.57,7374.15,58.53,10425.79,55.71,2639.79,99.58
5.98,867.88,3832.2,65.82,10283.07,55.79,2655.28,96.51
13.45,868.19,7206.35,59.5,10441.1,55.83,2632.07,98.13
7.53,868.5,7433.11,54.13,10379.94,55.88,2632.07,96.83
7.12,868.81,6226.76,57.34,10344.22,55.92,2634.38,96.08
9.96,869.12,8789.12,57.28,10492.05,55.94,2627.42,99.1
12.01,869.43,8258.5,49.83,10400.28,55.96,2620.45,95.16
9.91,869.74,7959.18,61.21,10400.28,55.98,2635.14,93.11
10.45,870.05,7374.15,58.13,10441.1,56.01,2622.76,95.21
13.14,870.37,7732.43,59.69,10379.94,56.03,2622.0,90.85
14.32,870.68,8693.88,55.63,10466.54,56.05,2628.17,93.17
10.44,871.0,9918.37,57.18,10354.43,56.07,2611.14,94.03
10.94,871.31,9238.1,54.41,10446.2,56.11,2613.48,93.7
9.33,871.63,7301.59,58.1,10420.69,56.16,2625.86,93.17
11.27,871.94,9523.81,53.19,10466.54,56.17,2611.93,88.42
7.39,872.26,8956.92,52.03,10497.15,56.22,2619.66,87.88
9.74,872.57,11065.76,56.94,10594.03,56.24,2621.21,89.01
10.44,872.88,8036.28,57.15,10466.54,56.26,2618.9,90.85
10.66,873.2,7977.32,59.9,10395.18,56.28,2625.86,92.73
11.53,873.54,8430.84,61.09,10420.69,56.3,2635.93,93.81
10.73,873.86,10312.93,63.29,10471.64,56.37,2642.14,85.56
12.67,874.19,10163.27,51.72,10537.9,56.39,2611.93,91.55
12.1,874.53,9070.29,58.01,10461.44,56.43,2622.76,87.07
11.55,874.87,9428.57,53.52,10563.42,56.47,2614.24,85.83
12.69,875.18,9124.72,52.73,10476.75,56.49,2619.66,86.16
12.69,875.18,9124.72,52.73,10476.75,56.49,2619.66,86.16
17.12,875.48,10013.61,53.34,10509.36,56.43,2597.96,95.75
11.2,875.79,8222.22,55.99,10407.24,56.47,2600.31,98.29
8.97,876.1,9786.85,54.44,10601.27,56.45,2603.42,95.59
12.17,876.41,9278.91,53.55,10524.67,56.45,2614.24,98.83
13.7,876.72,8730.16,51.26,10514.46,56.47,2604.93,86.75
10.78,877.02,10390.02,42.33,10642.16,56.53,2585.59,88.04
14.46,877.33,9859.41,47.7,10616.58,56.56,2581.73,89.98
13.01,877.64,11029.48,51.94,10539.97,56.58,2590.24,88.91
7.43,877.96,9614.51,58.16,10591.06,56.62,2632.07,96.08
10.44,878.28,10086.17,53.67,10606.37,56.66,2614.24,99.1
8.4,878.62,9464.85,59.53,10637.05,56.73,2628.97,97.26
5.42,878.94,7655.33,63.5,10519.56,56.81,2630.52,94.73
13.14,879.25,12480.73,48.4,10877.0,56.81,2604.93,92.14
10.72,879.56,9768.71,51.87,10759.58,56.87,2625.07,96.51
15.05,879.88,12290.25,46.47,10922.99,56.87,2607.28,96.13
15.05,879.88,12290.25,46.47,10922.99,56.87,2607.28,96.13
14.57,880.2,12702.95,46.29,10958.71,56.92,2606.48,94.46
8.83,880.51,14757.37,53.67,10703.38,56.94,2623.55,88.31
9.66,880.82,6997.73,56.27,10728.9,56.98,2631.28,94.03
12.86,881.15,10575.96,53.74,10831.08,57.0,2628.17,93.17
10.81,881.46,11387.76,43.88,10897.41,57.02,2615.0,93.7
9.42,881.78,13233.56,47.79,11030.21,57.07,2632.07,85.18
14.73,882.12,12439.91,44.61,10963.81,57.11,2608.03,89.98
20.38,882.46,14326.53,43.0,11117.02,57.13,2618.9,93.17
14.5,882.77,13646.26,45.19,11132.32,57.17,2621.21,93.87
14.73,883.08,10145.12,55.05,10682.98,57.21,2638.24,96.67
19.67,883.41,14417.23,43.18,10999.52,57.21,2619.66,92.14
9.23,883.72,11387.76,58.4,10795.29,57.28,2640.59,91.12
14.98,884.04,13646.26,39.34,11117.02,57.29,2596.41,92.95
14.73,884.35,12498.87,50.93,10933.19,57.34,2620.45,99.26
14.67,884.65,14399.09,34.18,11290.56,57.38,2584.03,100.72
16.47,884.96,13854.88,37.9,11249.74,57.44,2586.34,97.96
18.92,885.27,14458.05,37.41,11244.64,57.49,2588.69,90.85
12.62,885.57,11011.34,42.63,11137.42,57.57,2599.52,90.9
13.72,885.89,11859.41,45.32,11142.53,57.62,2608.83,95.27
12.84,886.2,12743.76,48.88,11173.14,57.68,2599.52,99.69
10.26,886.51,11124.72,53.46,10968.91,57.74,2612.69,98.29
12.11,886.83,11369.61,46.26,11030.21,57.76,2604.17,98.67
10.77,887.14,10480.73,47.48,10948.5,57.78,2610.38,100.34
14.78,887.45,10820.86,47.42,11081.23,57.83,2598.76,97.48
12.34,887.76,9446.71,44.86,11173.14,57.87,2597.96,98.67
16.89,888.06,9501.13,50.23,11025.11,57.89,2604.17,98.18
21.48,888.38,10993.2,50.56,11045.51,57.89,2612.69,96.56
12.38,888.7,9165.53,52.39,10933.19,57.93,2627.42,93.65
13.79,889.01,8371.88,54.19,10831.08,57.97,2615.0,93.0
12.64,889.33,7863.95,56.76,10917.82,58.02,2619.66,93.38
15.51,889.63,10258.5,54.71,10897.41,58.04,2610.38,93.92
12.95,889.98,8317.46,54.47,10800.4,58.1,2623.55,95.54
19.04,890.31,10857.14,54.38,10994.42,58.12,2619.66,95.16
13.0,890.65,9990.93,52.7,10877.0,58.17,2615.0,92.84
12.78,890.96,9333.33,51.3,11009.73,58.21,2615.0,92.79
10.08,891.27,9392.29,55.66,10861.69,58.25,2628.97,93.22
13.02,891.6,9727.89,55.54,10892.31,58.29,2617.35,92.84
11.33,891.91,10612.24,52.64,11065.92,58.36,2622.0,93.54
12.51,892.22,10689.34,50.81,10963.81,58.4,2617.35,90.69
10.54,892.53,8222.22,52.21,10917.82,58.42,2613.48,89.5
10.06,893.63,8712.02,46.81,10999.52,58.29,2625.07,93.38
9.99,893.95,10258.5,50.38,11091.43,58.31,2615.79,90.36
8.68,894.26,10916.1,54.96,10979.12,58.33,2630.52,89.44
10.83,894.59,11555.56,42.57,11377.37,58.31,2603.42,90.2
13.97,894.93,11687.07,45.19,11086.33,58.33,2607.28,88.58
13.97,895.23,9637.19,49.31,11081.23,58.36,2618.1,90.79
12.95,895.58,9990.93,53.61,10999.52,58.36,2627.42,90.52
8.89,895.91,8657.6,61.58,10943.4,58.4,2641.35,90.15
11.53,896.25,10013.61,48.67,11045.51,58.4,2607.28,90.42
7.38,896.57,10653.06,53.06,11162.94,58.42,2623.55,99.58
14.46,896.89,11632.65,46.35,11086.33,58.42,2619.66,99.53
13.11,897.21,11555.56,50.5,11040.41,58.44,2611.93,100.82
10.19,897.56,8580.5,59.5,11009.73,58.46,2640.59,97.53
11.59,897.88,9990.93,49.13,10953.6,58.51,0.0,98.23
10.15,898.19,9278.91,51.48,11014.9,58.54,0.0,91.71
12.11,898.51,10820.86,43.67,11162.94,58.54,0.0,93.6
13.02,898.83,12290.25,48.21,11280.36,58.59,0.0,96.29
11.29,899.14,11274.38,48.55,11168.04,58.61,0.0,98.23
15.87,899.46,10276.64,45.41,11188.45,58.63,0.0,99.21
16.49,899.78,10748.3,50.65,11122.12,58.67,0.0,97.91
17.24,900.09,12571.43,45.47,11244.64,58.69,0.0,98.45
10.94,900.41,10086.17,49.28,10994.42,58.74,0.0,98.23
8.18,900.73,12176.87,50.59,11142.53,58.82,0.0,97.53
10.85,901.04,9351.47,50.26,10917.82,58.88,0.0,96.51
9.64,901.36,11124.72,47.54,10994.42,58.95,0.0,97.96
11.23,901.69,12140.59,48.67,11065.92,58.99,0.0,90.69
9.07,902.04,10820.86,52.0,10928.09,59.06,0.0,91.55
10.54,902.36,11687.07,43.79,11147.63,59.1,0.0,97.48
15.53,902.67,12743.76,40.65,11106.74,59.14,0.0,97.05
15.24,903.38,0.0,0.0,11066.68,59.18,0.0,64.05
14.13,903.72,14761.9,51.36,11050.62,59.1,2601.86,92.41
9.88,904.03,12371.88,49.34,11035.31,59.16,2591.79,92.2
13.56,904.36,13936.51,50.41,11065.92,59.18,2599.52,96.19
10.53,904.68,10430.84,54.41,10866.8,59.22,2602.62,96.13
13.29,904.99,11732.43,51.84,11025.11,59.27,2597.96,97.05
12.04,905.32,13691.61,46.93,11076.13,59.29,2594.86,98.67
10.16,905.64,13804.99,43.61,11346.76,59.35,2577.07,98.02
11.29,905.95,11242.63,49.07,11071.03,59.39,2586.34,99.15
10.94,906.26,15047.62,50.99,11127.22,59.42,2602.62,99.85
11.64,906.57,11696.15,54.19,10979.12,59.44,2593.35,99.64
12.97,906.89,11804.99,50.87,10984.22,59.48,2592.55,96.02
14.29,907.22,14253.97,54.07,11065.92,59.5,2587.9,95.32
10.41,907.53,12653.06,53.46,11086.33,59.56,2595.66,90.42
12.64,907.85,12185.94,53.34,11004.63,59.54,2604.17,93.54
9.47,908.17,9247.17,51.87,10974.01,59.5,2597.21,93.27
9.27,908.48,12276.64,49.43,11055.72,59.35,2599.52,91.39
12.78,908.79,14253.97,40.4,11219.13,59.33,2597.96,91.82
11.8,909.11,11696.15,49.07,10892.31,59.29,2606.48,92.73
19.32,909.43,14408.16,45.68,11168.04,59.27,2595.66,91.39
12.33,909.75,12580.5,50.17,11060.82,59.22,2602.62,91.49
12.37,910.07,10317.46,52.79,10984.22,59.16,2611.14,92.9
16.1,910.39,12145.12,46.26,10999.52,59.14,2601.07,90.95
9.58,910.71,11600.91,51.05,11071.03,59.1,2613.48,90.95
15.96,911.02,12317.46,48.27,11183.35,59.06,2607.28,92.79
16.18,911.33,13428.57,42.42,11259.95,59.1,2591.0,92.25
9.1,911.65,13142.86,44.77,11193.55,59.14,2608.03,95.81
8.87,911.96,13333.33,47.91,10999.52,59.22,2600.31,92.14
8.21,912.27,12049.89,41.75,11117.02,59.33,2597.21,97.43
13.62,912.58,7514.74,15.05,10856.59,59.24,2634.38,98.94
15.73,912.91,13161.0,48.24,11050.62,59.18,2615.79,96.4
6.94,913.23,13673.47,45.93,11188.45,59.24,2611.93,96.29
10.62,913.54,13369.61,45.5,11214.03,59.31,2616.55,93.38
11.42,913.89,14027.21,40.49,11208.93,59.37,2618.1,89.5
9.18,914.24,14122.45,45.41,11413.16,59.42,2626.62,96.83
10.53,914.58,13519.27,44.06,11234.44,59.46,2632.83,93.22
11.61,914.9,13746.03,51.69,11224.23,59.52,2624.31,91.39
8.09,915.21,12807.26,52.61,11280.36,59.61,2618.9,90.63
11.75,915.55,15346.94,57.46,11203.82,59.65,2634.38,92.57
9.15,915.86,13315.19,49.95,11234.44,59.71,2620.45,93.22
11.09,916.17,13541.95,53.25,11219.13,59.76,2625.07,94.08
12.07,916.49,14594.1,55.35,11249.74,59.79,2636.69,96.02
7.59,916.86,13786.85,59.23,11142.53,59.88,2636.69,95.05
8.17,917.18,12562.36,49.46,11208.93,59.92,2613.48,93.76
14.59,917.49,13990.93,47.45,11244.64,59.94,2630.52,92.73
11.3,917.82,14934.24,50.81,11071.03,59.94,2647.55,93.6
10.83,918.15,14916.1,54.86,11142.53,59.97,2657.62,94.35
9.53,918.48,12353.74,48.85,10938.3,59.99,2657.62,96.89
11.45,918.81,12521.54,52.67,10938.3,59.97,2667.69,98.94
13.72,919.13,13482.99,45.28,11076.13,59.99,2657.62,98.5
13.02,919.45,13106.58,44.28,11030.21,60.01,2640.59,99.26
13.87,919.77,13297.05,49.4,11055.72,60.01,2660.73,93.54
13.2,920.09,14104.31,53.46,10815.7,60.01,2672.31,97.32
9.64,920.41,12712.02,51.3,10861.69,60.03,2682.38,101.04
12.27,920.72,15310.66,53.4,11020.0,59.99,2670.8,94.57
10.95,921.02,15047.62,46.78,11152.73,60.01,2643.65,96.72
15.3,921.38,16195.01,48.95,11254.85,60.03,2657.62,100.45
12.36,921.7,14140.59,48.27,11173.14,60.05,2649.11,91.82
11.64,922.04,13841.27,48.88,11101.64,60.05,2653.72,97.86
9.8,922.35,13405.9,46.35,11162.94,60.07,2646.76,96.78
16.32,922.68,7210.88,7.12,10381.73,60.01,2589.45,97.53
13.1,922.98,11315.19,46.87,10529.77,59.88,2594.1,96.56
13.21,923.29,13804.99,60.17,10626.78,59.86,2579.38,96.29
7.9,923.61,9886.62,56.24,10790.19,59.88,2608.03,96.99
11.77,923.94,10961.45,55.29,10846.39,59.92,2603.42,98.83
12.31,924.26,13501.13,54.53,10989.32,59.94,2604.17,92.73
12.94,924.62,12730.16,64.05,10861.69,59.97,2616.55,94.84
10.44,924.95,12485.26,57.79,10928.09,59.94,2611.14,95.0
10.94,925.26,12539.68,59.17,10871.9,59.94,2609.59,93.54
7.14,925.63,11315.19,72.32,10672.77,59.92,2635.93,92.09
12.67,925.93,10639.46,56.73,10948.5,59.9,2604.17,89.07
12.33,926.25,12294.78,58.22,10892.31,59.88,2597.21,89.5
10.62,926.57,12258.5,73.99,10825.98,59.92,2633.59,94.14
8.7,926.91,9492.06,66.89,10754.48,59.88,2625.07,96.51
9.48,927.22,10340.14,65.12,10754.48,59.86,2617.35,96.29
16.97,927.56,12294.78,62.92,10897.41,59.92,2616.55,99.74
12.85,927.88,9396.83,67.65,10754.48,59.94,2628.97,98.07
16.91,928.21,12353.74,57.37,10917.82,59.94,2604.93,98.88
11.17,928.52,13183.67,59.14,10902.51,59.92,2604.93,94.95
13.01,928.89,15047.62,59.38,10861.69,59.94,2604.17,100.39
11.38,929.24,14068.03,58.01,11009.73,59.94,2614.24,98.23
6.66,929.6,12748.3,71.13,10800.4,59.94,2627.42,97.8
7.83,929.93,13746.03,64.9,10907.61,59.94,2618.1,97.43
9.38,930.25,12240.36,66.46,10805.5,59.92,2618.1,97.59
11.06,930.56,13297.05,53.64,10938.3,59.88,2591.79,97.96
11.37,930.88,13918.37,56.57,10984.22,59.9,2587.14,100.28
10.54,931.2,9941.04,55.11,10779.99,59.88,2601.86,90.04
11.12,931.51,12671.2,49.1,10948.5,59.86,2590.24,94.68
10.96,931.82,13333.33,50.53,10948.5,59.9,2597.96,95.05
9.99,932.13,13142.86,51.6,10958.71,59.88,2594.1,98.67
9.79,932.46,12598.64,61.88,10943.4,59.86,2607.28,95.7
12.04,932.75,13691.61,46.93,11076.13,59.29,2594.86,98.67
10.16,933.07,13804.99,43.61,11346.76,59.35,2577.07,98.02
11.29,933.38,11242.63,49.07,11071.03,59.39,2586.34,99.15
10.94,933.69,15047.62,50.99,11127.22,59.42,2602.62,99.85
11.64,934.0,11696.15,54.19,10979.12,59.44,2593.35,99.64
12.97,934.32,11804.99,50.87,10984.22,59.48,2592.55,96.02
14.29,934.65,14253.97,54.07,11065.92,59.5,2587.9,95.32
10.41,934.96,12653.06,53.46,11086.33,59.56,2595.66,90.42
12.64,935.28,12185.94,53.34,11004.63,59.54,2604.17,93.54
9.47,935.6,9247.17,51.87,10974.01,59.5,2597.21,93.27
9.27,935.91,12276.64,49.43,11055.72,59.35,2599.52,91.39
12.78,936.22,14253.97,40.4,11219.13,59.33,2597.96,91.82
11.8,936.54,11696.15,49.07,10892.31,59.29,2606.48,92.73
19.32,936.86,14408.16,45.68,11168.04,59.27,2595.66,91.39
12.33,937.18,12580.5,50.17,11060.82,59.22,2602.62,91.49
12.37,937.5,10317.46,52.79,10984.22,59.16,2611.14,92.9
16.1,937.82,12145.12,46.26,10999.52,59.14,2601.07,90.95
9.58,938.14,11600.91,51.05,11071.03,59.1,2613.48,90.95
15.96,938.45,12317.46,48.27,11183.35,59.06,2607.28,92.79
16.18,938.76,13428.57,42.42,11259.95,59.1,2591.0,92.25
9.1,939.08,13142.86,44.77,11193.55,59.14,2608.03,95.81
8.87,939.39,13333.33,47.91,10999.52,59.22,2600.31,92.14
8.21,939.7,12049.89,41.75,11117.02,59.33,2597.21,97.43
13.62,940.01,7514.74,15.05,10856.59,59.24,2634.38,98.94
15.73,940.34,13161.0,48.24,11050.62,59.18,2615.79,96.4
6.94,940.66,13673.47,45.93,11188.45,59.24,2611.93,96.29
10.62,940.98,13369.61,45.5,11214.03,59.31,2616.55,93.38
11.42,941.32,14027.21,40.49,11208.93,59.37,2618.1,89.5
9.18,941.67,14122.45,45.41,11413.16,59.42,2626.62,96.83
10.53,942.01,13519.27,44.06,11234.44,59.46,2632.83,93.22
11.61,942.33,13746.03,51.69,11224.23,59.52,2624.31,91.39
8.09,942.64,12807.26,52.61,11280.36,59.61,2618.9,90.63
11.75,942.98,15346.94,57.46,11203.82,59.65,2634.38,92.57
9.15,943.29,13315.19,49.95,11234.44,59.71,2620.45,93.22
11.09,943.6,13541.95,53.25,11219.13,59.76,2625.07,94.08
12.07,943.62,14594.1,55.35,11249.74,59.79,2636.69,96.02
7.59,943.99,13786.85,59.23,11142.53,59.88,2636.69,95.05
8.17,944.31,12562.36,49.46,11208.93,59.92,2613.48,93.76
14.59,944.62,13990.93,47.45,11244.64,59.94,2630.52,92.73
11.3,944.95,14934.24,50.81,11071.03,59.94,2647.55,93.6
10.83,945.27,14916.1,54.86,11142.53,59.97,2657.62,94.35
9.53,945.6,12353.74,48.85,10938.3,59.99,2657.62,96.89
11.45,945.93,12521.54,52.67,10938.3,59.97,2667.69,98.94
13.72,946.25,13482.99,45.28,11076.13,59.99,2657.62,98.5
13.02,946.58,13106.58,44.28,11030.21,60.01,2640.59,99.26
13.87,946.89,13297.05,49.4,11055.72,60.01,2660.73,93.54
13.2,947.21,14104.31,53.46,10815.7,60.01,2672.31,97.32
9.64,947.53,12712.02,51.3,10861.69,60.03,2682.38,101.04
12.27,947.84,15310.66,53.4,11020.0,59.99,2670.8,94.57
10.95,948.15,15047.62,46.78,11152.73,60.01,2643.65,96.72
15.3,948.2,16195.01,48.95,11254.85,60.03,2657.62,100.45
