Depth(ft),Depth(m),ROP(1 ft),ROP(1 m),weight on bit (k-lbs),weight on bit (kg),Temp Out( degF),Temp Out( degC),Temp In(degF),Temp In(degC),Pit Total (bbls),Pit Total (m3),Pump Press (psi),Pump Press (KPa),Hookload (k-lbs),Hookload (kg),Surface Torque (psi),Surface Torque (KPa),Rotary Speed (rpm),Flow In (gal/min),Flow In(liters/min),Flow Out %,WH Pressure (psi),WH Pressure (KPa),H2S Floor,H2S Cellar,H2S Pits
3584.24,1092.42,15.33,4.67,28.59,12965.99,141.45,60.81,134.87,57.15,225.7,35.88,1332.55,9187.93,71.81,32566.89,150,1034.25,58.56,733.63,2777.09,77.59,9.41,64.88,0,0,0.03
3585.24,1092.73,18.89,5.76,27.8,12607.71,141.33,60.74,134.64,57.02,225.79,35.90,1340.83,9245.02,72.6,32925.17,143.48,989.29,59.2,734.5,2780.38,77.09,9.03,62.26,-0.01,0.01,0.02
3586.25,1093.04,21.35,6.51,28.42,12888.89,141.22,60.68,134.56,56.98,225.65,35.88,1424.38,9821.10,71.98,32643.99,143.82,991.64,52.73,630.9,2388.22,80.94,9.03,62.26,0,0,0.03
3587.25,1093.34,18.41,5.61,27.67,12548.75,141.14,60.63,134.49,56.94,225.88,35.91,1427.39,9841.85,72.73,32984.13,163.87,1129.88,47.54,631.55,2390.68,81.29,9.41,64.88,0,0.01,0.03
3588.25,1093.65,20.05,6.11,28.34,12852.61,141.07,60.59,134.41,56.89,226.24,35.97,1431.16,9867.85,72.06,32680.27,158.57,1093.34,46.75,630.69,2387.42,80.24,9.41,64.88,0,0.01,0.02
3589.25,1093.95,24.71,7.53,27.46,12453.51,141.1,60.61,134.41,56.89,226.53,36.02,1429.65,9857.44,72.94,33079.37,156.36,1078.10,46.78,627.24,2374.36,80.24,9.41,64.88,-0.01,0,0.03
3590.26,1094.26,26.73,8.15,28.63,12984.13,141.1,60.61,134.45,56.92,226.62,36.03,1434.17,9888.60,71.77,32548.75,163.72,1128.85,37.57,627.46,2375.19,79.94,9.41,64.88,-0.01,0,0.03
3591.26,1094.56,24.89,7.59,28.67,13002.27,141.07,60.59,134.41,56.89,226.78,36.06,1434.17,9888.60,71.73,32530.61,157.35,1084.93,37.47,627.46,2375.19,80.44,9.41,64.88,0,-0.01,0.02
3592.26,1094.87,20.75,6.32,28.42,12888.89,141.07,60.59,134.45,56.92,227.15,36.11,1431.16,9867.85,71.98,32643.99,146.26,1008.46,46.17,630.69,2387.42,79.79,9.03,62.26,0,0,0.03
3593.26,1095.17,18.79,5.73,28.46,12907.03,141.03,60.57,134.41,56.89,227.34,36.14,1423.63,9815.93,71.94,32625.85,155.75,1073.90,58.5,633.06,2396.39,84.24,9.41,64.88,0,0,0.04
3594.27,1095.48,15.63,4.76,28.13,12757.37,140.95,60.53,134.45,56.92,227.57,36.18,1411.59,9732.91,72.27,32775.51,146.53,1010.32,55.47,632.63,2394.76,74.73,9.41,64.88,0,0.01,0.03
3595.27,1095.78,14.04,4.28,27.71,12566.89,140.88,60.49,134.37,56.87,227.57,36.18,1419.11,9784.76,72.69,32965.99,134.44,926.96,50.96,633.27,2397.19,80.49,9.03,62.26,0,-0.01,0.03
3596.27,1096.09,16.62,5.07,26.92,12208.62,140.88,60.49,134.33,56.85,227.01,36.09,1790.97,12348.74,73.48,33324.26,147.33,1015.84,49.01,724.8,2743.67,86.29,9.41,64.88,0,0.02,0.02
3597.27,1096.39,22.39,6.82,28.92,13115.65,140.95,60.53,134.49,56.94,226.98,36.09,1754.83,12099.55,71.48,32417.23,131.62,907.52,53.67,725.23,2745.29,83.14,9.03,62.26,0,0.01,0.03
3598.28,1096.70,19.84,6.05,28.63,12984.13,141.03,60.57,134.64,57.02,226.84,36.06,1751.07,12073.63,71.77,32548.75,150.07,1034.73,60.54,726.1,2748.59,89.74,9.41,64.88,0,0.01,0.02
3599.28,1097.01,22.41,6.83,27.55,12494.33,141.03,60.57,134.87,57.15,226.94,36.08,1769.14,12198.22,72.85,33038.55,146.87,1012.67,53.86,722.65,2735.53,91.24,9.41,64.88,0,0,0.02
3600.28,1097.31,27.13,8.27,27.26,12362.81,141.1,60.61,135.06,57.26,226.79,36.06,1771.4,12213.80,73.14,33170.07,142.56,982.95,50.68,726.1,2748.59,86.64,9.41,64.88,0,0.02,0.02
3601.28,1097.62,28.87,8.80,27.22,12344.67,141.14,60.63,135.17,57.32,226.69,36.04,1788.71,12333.16,73.18,33188.21,145.15,1000.81,46.05,721.79,2732.27,81.24,9.41,64.88,0,0,0.04
3602.28,1097.92,20.16,6.14,29.67,13455.78,141.26,60.70,135.36,57.42,226.53,36.02,1769.14,12198.22,70.73,32077.10,146.98,1013.43,49.28,724.59,2742.87,89.69,9.41,64.88,0,0,0.03
3603.29,1098.23,18.32,5.58,27.63,12530.61,141.3,60.72,135.55,57.53,226.6,36.03,1757.09,12115.14,72.77,33002.27,149.23,1028.94,56.73,720.28,2726.56,81.84,9.79,67.50,0,0,0.03
3604.29,1098.53,18.61,5.67,28.09,12739.23,141.37,60.76,135.71,57.62,226.32,35.98,1756.34,12109.96,72.31,32793.65,150.42,1037.15,58.74,721.79,2732.27,89.24,9.41,64.88,0,0.02,0.03
3605.29,1098.84,17.87,5.45,28.13,12757.37,141.49,60.83,135.86,57.70,226.18,35.96,1760.1,12135.89,72.27,32775.51,141.34,974.54,58.46,723.51,2738.78,90.09,9.79,67.50,0,0.01,0.03
3607,1099.36,18,5.49,25,11337.87,139.12,59.51,135.82,57.68,231.73,36.84,1751.38,12075.77,107.94,48952.38,63.6,438.52,0,0,0.00,0.69,7.88,54.33,0,0.02,0.04
3608.02,1099.67,11.44,3.49,23.23,10535.15,141.22,60.68,135.33,57.41,224.4,35.68,1757.85,12120.38,77.17,34997.73,135.89,936.96,28.47,722,2733.07,89.79,9.79,67.50,0,0,0.04
3609.02,1099.98,15.77,4.81,21.69,9836.73,141.52,60.84,135.48,57.49,224.32,35.66,1761.61,12146.30,78.71,35696.15,155.98,1075.48,50.23,724.37,2742.04,91.34,9.79,67.50,0,-0.01,0.02
3610.02,1100.28,14.21,4.33,22.81,10344.67,141.83,61.02,135.86,57.70,224.57,35.70,1768.38,12192.98,77.59,35188.21,156.97,1082.31,51.57,725.88,2747.75,87.24,9.79,67.50,0,-0.01,0.03
3611.02,1100.59,12.15,3.70,23.6,10702.95,142.06,61.14,136.28,57.93,224.3,35.66,1770.64,12208.56,76.8,34829.93,156.9,1081.83,53.22,727.39,2753.47,93,9.79,67.50,0,0,0.03
3612.03,1100.89,10.52,3.21,23.31,10571.43,142.13,61.18,136.47,58.04,224.77,35.74,1751.07,12073.63,77.09,34961.45,157.28,1084.45,56.21,725.23,2745.29,86.69,10.17,70.12,0,0.02,0.03
3612.03,1100.89,10.52,3.21,23.31,10571.43,142.13,61.18,136.47,58.04,224.77,35.74,1751.07,12073.63,77.09,34961.45,157.28,1084.45,56.21,725.23,2745.29,86.69,10.17,70.12,0,0.02,0.03
3613.03,1101.20,14.01,4.27,23.89,10834.47,142.25,61.25,136.62,58.12,224.03,35.62,1769.14,12198.22,76.51,34698.41,167.34,1153.81,51.51,724.59,2742.87,89.14,9.79,67.50,0,0.03,0.03
3614.03,1101.50,17.39,5.30,25.22,11437.64,142.36,61.31,136.81,58.23,223.78,35.58,1757.85,12120.38,75.18,34095.24,160.79,1108.65,54.56,725.23,2745.29,90.64,9.41,64.88,0,0.03,0.03
3615.03,1101.81,14.1,4.30,24.85,11269.84,142.44,61.36,136.96,58.31,222.95,35.45,1764.62,12167.05,75.55,34263.04,155.22,1070.24,55.41,725.45,2746.13,91.44,9.41,64.88,0,0,0.03
3616.04,1102.12,14.25,4.34,24.35,11043.08,142.59,61.44,137.12,58.40,222.79,35.42,1761.61,12146.30,76.05,34489.80,164.94,1137.26,56.12,725.88,2747.75,85.54,9.03,62.26,0,0,0.03
3617.04,1102.42,14.84,4.52,24.77,11233.56,142.74,61.52,137.23,58.46,222.61,35.39,1779.68,12270.89,75.63,34299.32,162.92,1123.33,53.64,731.48,2768.95,88.19,9.41,64.88,0,0,0.04
3618.04,1102.72,15.42,4.70,24.89,11287.98,142.9,61.61,137.38,58.54,222.23,35.33,1771.4,12213.80,75.51,34244.90,162.08,1117.54,53.28,728.25,2756.72,91.19,9.03,62.26,0,0.01,0.03
3619.05,1103.03,13.72,4.18,25.68,11646.26,143.01,61.67,137.5,58.61,221.64,35.24,1766.13,12177.47,74.72,33886.62,155.41,1071.55,51.36,728.9,2759.19,88.44,9.03,62.26,0,0.01,0.03
3620.05,1103.34,13.08,3.99,23.56,10684.81,143.09,61.72,137.57,58.65,221.35,35.19,1776.66,12250.07,76.84,34848.07,168.83,1164.08,50.32,730.62,2765.70,85.74,9.03,62.26,0,0.02,0.04
3621.05,1103.64,14.67,4.47,26.05,11814.06,143.2,61.78,137.5,58.61,221.14,35.16,1787.2,12322.74,74.35,33718.82,169.44,1168.29,49.77,728.68,2758.35,88.39,8.64,59.57,0,0.01,0.04
3622.05,1103.95,16.12,4.91,24.23,10988.66,143.32,61.84,137.61,58.67,221.11,35.15,1783.44,12296.82,76.17,34544.22,164.98,1137.54,51.66,729.54,2761.61,90.89,8.64,59.57,-0.01,0,0.04
3623.06,1104.25,11.49,3.50,24.77,11233.56,143.47,61.93,137.77,58.76,220.99,35.13,1770.64,12208.56,75.63,34299.32,165.4,1140.43,53.13,728.68,2758.35,93.25,8.26,56.95,0,0.01,0.04
3624.06,1104.56,13.62,4.15,24.64,11174.60,143.54,61.97,137.92,58.84,220.23,35.01,1754.83,12099.55,75.76,34358.28,160.33,1105.48,47.02,732.13,2771.41,91.6,8.26,56.95,-0.01,0.01,0.05
3625.06,1104.86,11.76,3.58,25.31,11478.46,143.66,62.03,138.03,58.91,219.65,34.92,1736.77,11975.03,75.09,34054.42,151.1,1041.83,55.35,739.02,2797.49,91.29,7.88,54.33,0,0,0.04
3626.06,1105.17,14.5,4.42,25.8,11700.68,143.81,62.12,138.11,58.95,218.36,34.72,1726.23,11902.36,74.6,33832.20,147.06,1013.98,51.45,736.86,2789.32,88.44,7.88,54.33,0,0.01,0.05
3627.07,1105.48,13.03,3.97,25.26,11455.78,143.85,62.14,138.11,58.95,217.15,34.52,1743.54,12021.71,75.14,34077.10,156.59,1079.69,54.32,730.83,2766.49,91.09,7.88,54.33,0,0.01,0.05
3628.07,1105.78,14.05,4.28,25.55,11587.30,143.93,62.18,138.18,58.99,215.58,34.27,1769.89,12203.39,74.85,33945.58,162.62,1121.26,47.42,729.54,2761.61,90.14,7.88,54.33,0,0.01,0.05
3629.07,1106.09,12.7,3.87,24.93,11306.12,144.04,62.24,138.3,59.06,215.04,34.19,1781.18,12281.24,75.47,34226.76,164.45,1133.88,45.38,729.11,2759.98,88.44,7.5,51.71,0,0,0.05
3630.07,1106.39,12.42,3.79,26.34,11945.58,143.96,62.20,138.3,59.06,214.42,34.09,1771.4,12213.80,74.06,33587.30,175.81,1212.21,45.01,726.53,2750.21,87.14,7.88,54.33,0,0,0.06
3631.08,1106.70,13.32,4.06,25.84,11718.82,143.93,62.18,138.3,59.06,213.55,33.95,1769.89,12203.39,74.56,33814.06,162.42,1119.89,50.78,725.67,2746.96,88.24,7.5,51.71,0,0,0.05
3632.08,1107.00,14.44,4.40,25.8,11700.68,143.89,62.16,138.15,58.97,213.01,33.87,1781.93,12286.41,74.6,33832.20,172.26,1187.73,51.91,726.31,2749.38,87.94,7.12,49.09,0,-0.01,0.06
3633.08,1107.31,16.33,4.98,25.51,11569.16,143.89,62.16,138.15,58.97,212.34,33.76,1778.17,12260.48,74.89,33963.72,180.72,1246.06,51.54,724.59,2742.87,89.29,7.5,51.71,0,0,0.08
3634.08,1107.61,13.93,4.25,24.72,11210.88,143.89,62.16,138.11,58.95,211.91,33.69,1771.4,12213.80,75.68,34322.00,180.15,1242.13,61.73,725.67,2746.96,89.29,7.12,49.09,0,-0.01,0.08
3635.11,1107.93,13.87,4.23,26.26,11909.30,143.96,62.20,138.11,58.95,211.21,33.58,1769.89,12203.39,74.14,33623.58,172.49,1189.32,50.93,721.57,2731.44,92,6.74,46.47,0,-0.01,0.08
3636.11,1108.23,18.88,5.75,24.06,10911.56,143.96,62.20,138.11,58.95,211.12,33.57,1773.65,12229.32,76.34,34621.32,159.49,1099.68,54.01,723.51,2738.78,83.04,6.36,43.85,0,0,0.08
3637.11,1108.54,14.05,4.28,25.35,11496.60,144.04,62.24,138.15,58.97,210.77,33.51,1761.61,12146.30,75.05,34036.28,159.34,1098.65,49.56,721.79,2732.27,83.14,5.97,41.16,0.01,-0.01,0.1
3638.11,1108.84,13.88,4.23,26.34,11945.58,144.04,62.24,138.15,58.97,210.44,33.46,1770.64,12208.56,74.06,33587.30,159.98,1103.06,44.61,721.14,2729.81,82.29,7.12,49.09,0,0,0.08
3639.11,1109.15,12.31,3.75,26.38,11963.72,144.08,62.27,138.07,58.93,209.73,33.34,1754.83,12099.55,74.02,33569.16,156.02,1075.76,46.78,719.42,2723.30,82.14,7.12,49.09,0.01,0,0.09
3640.12,1109.45,12.62,3.85,24.68,11192.74,144.04,62.24,138.03,58.91,209.24,33.27,1753.33,12089.21,75.72,34340.14,153.31,1057.07,36.96,719.42,2723.30,88.09,6.74,46.47,0,-0.01,0.09
3641.13,1109.76,12.52,3.82,22.19,10063.49,143.62,62.01,135.44,57.47,213.27,33.91,1854.19,12784.64,78.21,35469.39,164.14,1131.75,49.28,744.4,2817.86,86.54,6.74,46.47,0,-0.02,0.09
3642.14,1110.07,11.11,3.39,22.44,10176.87,143.35,61.86,135.9,57.72,213.82,33.99,1842.12,12701.42,77.96,35356.01,153.54,1058.66,50.78,743.76,2815.44,87.84,6.74,46.47,0,0,0.09
3643.14,1110.37,11.52,3.51,23.81,10798.19,143.13,61.74,136.39,57.99,213.53,33.95,1844.38,12717.00,76.59,34734.69,158.12,1090.24,48.76,740.53,2803.21,87.44,6.74,46.47,0.01,0,0.09
3644.14,1110.68,12.8,3.90,21.28,9650.79,143.09,61.72,136.7,58.17,213.07,33.88,1829.31,12613.09,79.12,35882.09,154.91,1068.10,46.9,739.66,2799.92,86.74,6.36,43.85,0,0,0.09
3645.14,1110.98,13.71,4.18,22.48,10195.01,143.05,61.69,136.89,58.27,212.75,33.82,1833.83,12644.26,77.92,35337.87,143.36,988.47,47.79,737.08,2790.15,86.74,6.36,43.85,0,0,0.1
3646.14,1111.29,11.75,3.58,23.81,10798.19,142.93,61.63,137.08,58.38,211.95,33.70,1833.08,12639.09,76.59,34734.69,136.73,942.75,51.17,738.59,2795.87,86.24,5.97,41.16,0,0,0.11
3647.15,1111.60,11.54,3.52,23.6,10702.95,143.01,61.67,137.12,58.40,211.44,33.62,1838.35,12675.42,76.8,34829.93,166.58,1148.57,55.72,737.3,2790.98,91.75,6.74,46.47,0,-0.01,0.09
3648.15,1111.90,12.77,3.89,23.19,10517.01,143.01,61.67,137.04,58.36,211.33,33.60,1826.29,12592.27,77.21,35015.87,146.6,1010.81,51.91,737.08,2790.15,89.89,6.36,43.85,0,0.01,0.1
3649.15,1112.21,12.52,3.82,22.9,10385.49,143.05,61.69,137,58.33,210.86,33.52,1840.61,12691.01,77.5,35147.39,158.46,1092.58,48.55,738.8,2796.66,85.24,6.36,43.85,0,0,0.09
3650.15,1112.51,12.56,3.83,21.9,9931.97,143.09,61.72,137.04,58.36,210.19,33.42,1851.92,12768.99,78.5,35600.91,157.74,1087.62,51.54,739.45,2799.12,85.64,5.97,41.16,0,-0.01,0.11
3651.15,1112.82,10.96,3.34,23.1,10476.19,143.13,61.74,137.04,58.36,209.54,33.31,1845.14,12722.24,77.3,35056.69,149.81,1032.94,45.38,737.3,2790.98,88.09,5.59,38.54,0,0.01,0.11
3652.16,1113.12,10.14,3.09,23.6,10702.95,143.2,61.78,137.04,58.36,209.1,33.24,1839.86,12685.83,76.8,34829.93,158.35,1091.82,47.57,736,2786.06,87.14,5.59,38.54,0.01,-0.01,0.11
3653.16,1113.43,12.49,3.81,22.48,10195.01,143.16,61.76,137.08,58.38,208.71,33.18,1838.35,12675.42,77.92,35337.87,149.69,1032.11,47.85,737.08,2790.15,85.44,5.21,35.92,0.01,-0.01,0.11
3654.16,1113.73,18.5,5.64,22.15,10045.35,143.2,61.78,137.08,58.38,208.42,33.14,1843.63,12711.83,78.25,35487.53,146.87,1012.67,55.11,734.71,2781.18,83.49,5.21,35.92,0,0,0.11
3655.16,1114.04,18.42,5.61,22.23,10081.63,143.28,61.82,137.12,58.40,207.84,33.04,1844.38,12717.00,78.17,35451.25,151.48,1044.45,48.61,733.42,2776.30,79.29,5.21,35.92,0.01,0,0.12
3656.17,1114.35,14.91,4.54,21.73,9854.88,143.24,61.80,137.12,58.40,207.64,33.01,1846.65,12732.65,78.67,35678.00,161.13,1110.99,49.28,734.93,2782.01,87.74,5.21,35.92,0.02,0,0.1
3657.17,1114.65,17.61,5.37,21.78,9877.55,143.28,61.82,137.19,58.44,207.52,32.99,1843.63,12711.83,78.62,35655.33,148.32,1022.67,46.54,733.2,2775.46,89.74,5.21,35.92,0,-0.01,0.09
3658.17,1114.96,18.71,5.70,23.64,10721.09,143.28,61.82,137.19,58.44,207.14,32.93,1851.92,12768.99,76.76,34811.79,153.24,1056.59,51.39,734.71,2781.18,90.14,5.59,38.54,0.01,-0.01,0.1
3659.17,1115.26,15.29,4.66,23.35,10589.57,143.28,61.82,137.27,58.48,206.88,32.89,1845.14,12722.24,77.05,34943.31,165.44,1140.71,51.66,736.65,2788.52,86.09,5.21,35.92,0.01,-0.02,0.11
3660.18,1115.57,12.15,3.70,22.9,10385.49,143.24,61.80,137.16,58.42,206.54,32.84,1852.68,12774.23,77.5,35147.39,161.78,1115.47,50.2,736.86,2789.32,83.19,5.21,35.92,0.01,-0.02,0.12
3661.18,1115.87,13.03,3.97,23.27,10553.29,143.2,61.78,137.16,58.42,205.93,32.74,1840.61,12691.01,77.13,34979.59,158.23,1091.00,53.49,733.85,2777.92,83.54,5.21,35.92,0.01,0,0.12
3662.18,1116.18,14.8,4.51,21.94,9950.11,143.24,61.80,137.16,58.42,205.38,32.65,1858.71,12815.81,78.46,35582.77,158.12,1090.24,49.53,737.3,2790.98,84.39,5.21,35.92,0.01,-0.02,0.1
3663.19,1116.49,13.67,4.17,22.4,10158.73,143.32,61.84,137.04,58.36,205.07,32.60,1842.12,12701.42,78,35374.15,155.26,1070.52,49.19,734.93,2782.01,85.14,4.83,33.30,0,0,0.12
3664.19,1116.79,11.61,3.54,23.1,10476.19,143.28,61.82,136.96,58.31,204.2,32.47,1848.91,12748.23,77.3,35056.69,155.75,1073.90,51.02,735.36,2783.64,87.09,4.83,33.30,0.01,-0.02,0.12
3665.19,1117.10,13.32,4.06,23.44,10630.39,143.24,61.80,137,58.33,203.99,32.43,1843.63,12711.83,76.96,34902.49,165.17,1138.85,47.18,732.56,2773.04,89.79,4.83,33.30,0,-0.03,0.11
3666.19,1117.40,20.17,6.15,21.86,9913.83,143.28,61.82,137.04,58.36,203.56,32.36,1860.22,12826.22,78.54,35619.05,163.53,1127.54,49.98,731.7,2769.78,83.29,4.45,30.68,0.02,-0.03,0.12
3667.2,1117.71,17.96,5.47,22.73,10308.39,143.32,61.84,137.12,58.40,203.42,32.34,1860.22,12826.22,77.67,35224.49,164.98,1137.54,46.84,733.42,2776.30,84.94,5.21,35.92,0.01,0,0.13
3668.2,1118.01,19.38,5.91,23.15,10498.87,143.28,61.82,137.19,58.44,203.16,32.30,1860.22,12826.22,77.25,35034.01,170.66,1176.70,49.65,732.13,2771.41,85.69,4.83,33.30,0.02,0,0.12
3669.2,1118.32,25.77,7.85,22.48,10195.01,143.32,61.84,137.19,58.44,203,32.27,1860.22,12826.22,77.92,35337.87,165.02,1137.81,46.47,733.63,2777.09,84.24,4.83,33.30,0,-0.02,0.12
3670.2,1118.62,25.23,7.69,21.98,9968.25,143.32,61.84,137.19,58.44,202.86,32.25,1870.02,12893.79,78.42,35564.63,167.46,1154.64,52.49,733.42,2776.30,84.99,4.83,33.30,0.01,-0.01,0.12
3671.2,1118.93,35.65,10.87,21.61,9800.45,143.32,61.84,137.16,58.42,203.02,32.28,1885.88,13003.14,78.79,35732.43,167.08,1152.02,49.37,731.05,2767.32,85.69,4.45,30.68,0.02,-0.01,0.12
3672.22,1119.24,11.2,3.41,21.28,9650.79,142.59,61.44,135.29,57.38,207.52,32.99,1817.16,12529.32,79.12,35882.09,158.46,1092.58,44.4,729.76,2762.44,91.9,4.07,28.06,0.01,-0.01,0.13
3673.22,1119.54,11.71,3.57,19.66,8916.10,142.86,61.59,135.78,57.66,206.92,32.90,1811.12,12487.67,80.74,36616.78,159.34,1098.65,49.83,727.39,2753.47,91.95,4.07,28.06,0.01,-0.02,0.13
3674.24,1119.85,15.62,4.76,19.28,8743.76,141.68,60.93,135.29,57.38,205.28,32.64,1811.88,12492.91,81.12,36789.12,115.61,797.13,46.29,722.41,2734.62,88.24,3.31,22.82,0,-0.01,0.12
3675.24,1120.16,12.67,3.86,19.91,9029.48,141.75,60.97,135.44,57.47,204.73,32.55,1873.8,12919.85,80.49,36503.40,161.51,1113.61,45.19,727.8,2755.02,91.85,3.31,22.82,0.01,-0.03,0.14
3676.24,1120.46,12.97,3.95,20.28,9197.28,141.91,61.06,135.63,57.57,203.97,32.43,1860.21,12826.15,80.12,36335.60,149.42,1030.25,50.5,724.57,2742.79,89.29,3.31,22.82,0.02,-0.02,0.12
3677.24,1120.77,18.88,5.75,19.95,9047.62,141.91,61.06,135.78,57.66,203.62,32.37,1869.27,12888.62,80.45,36485.26,168.56,1162.22,47.36,721.34,2730.57,83.89,3.69,25.44,0.01,-0.03,0.13
3678.25,1121.08,16.94,5.16,19.91,9029.48,141.79,60.99,136.05,57.81,203.31,32.32,1845.1,12721.96,80.49,36503.40,166.01,1144.64,49.37,721.12,2729.73,85.04,3.69,25.44,0.01,-0.02,0.14
3679.27,1121.39,12.35,3.76,21.32,9668.93,141.75,60.97,136.16,57.87,203.31,32.32,1836.8,12664.74,79.08,35863.95,154.88,1067.90,52.79,721.12,2729.73,90.79,3.31,22.82,0.01,-0.02,0.14
3680.27,1121.69,13.66,4.16,20.94,9496.60,141.87,61.04,136.28,57.93,202.46,32.19,1827.73,12602.20,79.46,36036.28,157.93,1088.93,52.42,719.18,2722.39,80.89,3.31,22.82,0.01,-0.01,0.13
3681.29,1122.00,12.41,3.78,20.53,9310.66,141.94,61.08,136.28,57.93,202.11,32.13,1872.29,12909.44,79.87,36222.22,159.98,1103.06,55.47,730.39,2764.83,90.89,3.31,22.82,0.01,-0.01,0.14
3682.29,1122.31,11.39,3.47,20.78,9424.04,142.02,61.12,136.43,58.02,201.62,32.06,1864.74,12857.38,79.62,36108.84,159.41,1099.13,50.96,728.66,2758.28,91.85,3.31,22.82,0.01,-0.03,0.14
3683.3,1122.62,11.1,3.38,22.11,10027.21,142.06,61.14,136.58,58.10,201.39,32.02,1877.58,12945.91,78.29,35505.67,162.65,1121.47,42.81,729.1,2759.94,93.75,2.92,20.13,0,-0.02,0.14
3684.3,1122.92,11.68,3.56,20.99,9519.27,142.17,61.21,136.51,58.06,201.36,32.01,1881.35,12971.91,79.41,36013.61,164.6,1134.92,45.16,729.53,2761.57,93.75,3.31,22.82,0.01,-0.02,0.15
3685.3,1123.22,11.07,3.37,21.98,9968.25,142.36,61.31,136.77,58.21,200.47,31.87,1870.02,12893.79,78.42,35564.63,170.55,1175.94,50.14,729.53,2761.57,94.55,3.31,22.82,0.01,-0.03,0.15
3686.3,1123.53,10.05,3.06,19.99,9065.76,142.44,61.36,136.66,58.14,201.04,31.96,1869.27,12888.62,80.41,36467.12,164.41,1133.61,51.23,729.1,2759.94,94.1,3.31,22.82,0,-0.03,0.15
3687.31,1123.84,12.11,3.69,19.7,8934.24,142.48,61.38,136.28,57.93,202.06,32.12,1863.23,12846.97,80.7,36598.64,173.71,1197.73,49.56,729.31,2760.74,89.04,2.92,20.13,0.01,-0.03,0.16
3688.31,1124.14,10.8,3.29,20.61,9346.94,142.52,61.40,135.9,57.72,202.75,32.23,1853.41,12779.26,79.79,36185.94,166.2,1145.95,55.44,729.1,2759.94,89.59,2.92,20.13,0.01,-0.03,0.16
3689.31,1124.45,12.62,3.85,20.36,9233.56,142.52,61.40,136.01,57.78,203.36,32.33,1857.94,12810.50,80.04,36299.32,167.19,1152.78,54.44,726.73,2750.97,93.4,2.92,20.13,0.01,-0.03,0.17
3690.33,1124.76,18.67,5.69,21.48,9741.50,142.48,61.38,135.97,57.76,205.29,32.64,1860.96,12831.32,78.92,35791.38,158.31,1091.55,55.69,725,2744.42,88.39,2.54,17.51,0,-0.03,0.17
3691.34,1125.07,16.05,4.89,20.57,9328.80,142.48,61.38,136.01,57.78,206.3,32.80,1852.66,12774.09,79.83,36204.08,175.73,1211.66,51.6,723.92,2740.33,88.69,2.92,20.13,0.01,-0.03,0.17
3692.34,1125.37,21.48,6.55,21.03,9537.41,142.44,61.36,136.13,57.85,206.9,32.89,1857.94,12810.50,79.37,35995.46,163.8,1129.40,55.54,723.92,2740.33,88.69,2.92,20.13,0.01,-0.03,0.18
3693.34,1125.68,19.61,5.98,21.48,9741.50,142.36,61.31,136.24,57.91,207.45,32.98,1860.21,12826.15,78.92,35791.38,168.33,1160.64,53.98,723.28,2737.91,85.59,2.92,20.13,0.01,-0.04,0.17
3694.34,1125.98,22.85,6.96,20.61,9346.94,142.36,61.31,136.32,57.96,208.44,33.14,1857.19,12805.33,79.79,36185.94,161.47,1113.34,57.43,723.28,2737.91,82.14,2.54,17.51,0.01,-0.02,0.16
3695.35,1126.29,21.11,6.43,20.74,9405.90,142.36,61.31,136.35,57.97,208.78,33.19,1873.8,12919.85,79.66,36126.98,169.74,1170.36,53.52,728.45,2757.48,83.84,2.92,20.13,0.01,-0.03,0.17
3696.35,1126.59,22.55,6.87,20.78,9424.04,142.4,61.33,136.47,58.04,208.94,33.22,1876.07,12935.50,79.62,36108.84,167.95,1158.02,51.94,724.57,2742.79,82.94,2.92,20.13,0.02,-0.03,0.17
3697.35,1126.90,22.41,6.83,20.65,9365.08,142.44,61.36,136.58,58.10,209.88,33.37,1876.82,12940.67,79.75,36167.80,171.84,1184.84,49.89,723.06,2737.08,83.59,2.92,20.13,0.01,-0.04,0.18
3698.35,1127.20,23.12,7.05,21.15,9591.84,142.48,61.38,136.7,58.17,207.87,33.05,1856.43,12800.08,79.25,35941.04,166.43,1147.53,57.64,726.51,2750.14,87.04,2.54,17.51,0.02,-0.04,0.17
3699.35,1127.51,21.48,6.55,20.78,9424.04,142.52,61.40,136.7,58.17,208.65,33.17,1871.53,12904.20,79.62,36108.84,168.33,1160.64,56.33,723.92,2740.33,87.44,2.92,20.13,0.01,-0.03,0.18
3700.36,1127.81,23.44,7.14,20.94,9496.60,142.52,61.40,136.66,58.14,208.73,33.19,1859.45,12820.91,79.46,36036.28,165.47,1140.92,53.71,725.43,2746.05,86.19,2.92,20.13,0,-0.03,0.17
3701.36,1128.12,24.72,7.53,19.82,8988.66,142.52,61.40,136.51,58.06,208.84,33.20,1882.86,12982.32,80.58,36544.22,169.48,1168.56,52.58,721.98,2732.99,86.69,2.92,20.13,0.01,-0.03,0.19
3702.36,1128.42,25.06,7.64,21.94,9950.11,142.55,61.42,136.47,58.04,208.81,33.20,1870.78,12899.03,78.46,35582.77,169.17,1166.43,58.43,723.28,2737.91,84.69,2.92,20.13,0.01,-0.02,0.18
3703.37,1128.73,21.74,6.63,20.86,9460.32,142.55,61.42,136.51,58.06,208.92,33.22,1877.58,12945.91,79.54,36072.56,167.61,1155.67,57.85,723.49,2738.71,84.19,2.92,20.13,0.01,-0.03,0.19
